PlaceId,Name,Phone,Addr,Photos
ChIJRUvVuKaZP44R4vHbgClBdB4,Bar 5-40,310 2346631,Av. Jimenez De Quesada #5-40,0
ChIJ29hwvKaZP44R9NcAcnFtV9c,Ma Cherie Lounge Club,301 5367799,Av. Jimenez De Quesada #5-61,8
ChIJJ2AxP6aZP44R1v1iEqQ5m8o,elcandelario,,Cl. 12b #494,10
ChIJrTUVJZ-ZP44Rbiq7dmoJw-c,Restaurante La Normanda la 22,(1) 3421065,Cl. 22 #9-22,10
ChIJX2_7h6GZP44R6U9sCh1iyvo,Qimbay Café,(1) 3416695,Cl. 19 #6-11,8
ChIJwwwaj3qZP44Rs8jGwgzyXSQ,BEER,(1) 7451857 ext. 801,Calle 19 # 28-80. Piso 3,7
ChIJ0QW43aOZP44RvOG2nBqYgWs,Francachela Cocina Bar,(1) 2435180,Cra. 5 #17-68,1
ChIJH2GGA6SZP44RfNhiU5o5gew,Revellion Gastro Bar - Antiguo Republika,321 9967464,Cl. 16 #423,10
ChIJAwOWA6aZP44RZjMwWGw6F8U,Restaurante Civitas,318 6085192,Cl. 12 #3-55,10
ChIJ6VUBtpiZP44RbTpGALsPrTs,Billares Londres,315 8648797,Cra. 7 #2194,1
ChIJw7U1p56ZP44RWrzQqTybF5k,Flair Bartender School,319 3117380,Cra. 13 #24-26,10
ChIJWzcLGqaZP44RCh6LEvpa6DA,Bogotá Beer Company,(1) 7429292 ext. 311,Calle 12D # 4-02,10
ChIJCx6zTpyZP44RkfjkR4b6Xsg,grupo vallenato,311 2942421,a 13a-94,0
ChIJyfCJuqiZP44RVn9VkskP2lQ,Wok-a Bar,18053703,# 3 01,10
ChIJB6eMsKiZP44R-3ZWZSP6MMo,De Una Travel Bar,18066791,Cl. 11 #2-98,10
ChIJWZFfB6aZP44RoG8LxYVCxVQ,The Irish Pub La Candelaria,(1) 2134157,Cra. 3 #12-37,10
ChIJ5T3V6qOZP44RZamx7hBEzkI,Paraíso Bacatá,310 3075175,Cl. 18 #4-51,10
ChIJJ7QS56WZP44R-XiIG9XReuc,Casa de Citas Restaurante,(1) 2866944,Cra. 3 #12B-35,10
ChIJwz4UH6mZP44R22iCtIJUe_s,Road Beer Coffee,322 9422466,Cl. 9 #273,1
ChIJz2kOt6OZP44RviHghe5QN1U,Colombian Beer,(1) 3428631,Cl. 19 #4-41,7
ChIJdRxIsaiZP44Rb9T40riMHcc,LA HAMBURGUESERIA CANDELARIA,(1) 3340090,Calle 11 # 2-78,10
ChIJvbIh0aiZP44RlcmKtaJobCA,IlMunich,(1) 2846162,Cl. 10 #223,10
ChIJHfLLQ6SZP44Rlv_izWEGqD4,La Tanda Bar,312 8030427,Cra. 3 #12d-71,10
ChIJJWlVHZmZP44R8Co42PrlTaE,flamingo road gallery,312 3972103,Cl. 24,0
ChIJ2-qmZKOZP44R7g_QD-RyaVc,Hips Galería & Restaurante,(1) 2849590,Carrera 2a #18a30,10
ChIJe5ZutD2ZP44RGMgxxlOpkk0,grupo vallenato bogota,311 2942421,a 1f-68,0
ChIJt9QzJaOZP44RayBnHh8o2hY,Zanttino,310 2000030,Cra. 1 #2041,10
ChIJm7gFCpuZP44RJmTncDH8JJg,Downtown 727,(1) 2826676,46,10
ChIJW4ZlA5qZP44RT69sfefevjs,Santa Fe Restaurante,(1) 2816794,Calle 26 b No. 4 30 Calle 26 #1330,10
ChIJZXl0FpqZP44Rxsz_QThwlCU,Makalé Comida Estructural,322 6737563,Cra. 4a #26b88,10
ChIJXfG6wIOZP44RRm9EI4KSpgY,Café Barbería,(1) 3203907,Cra. 17 #35-31,8
ChIJo0LB64SZP44RXhyM_q9kWTI,urban safari,(1) 2451585,59,2
ChIJG9PpY5qZP44RzkwExDo1HxI,Bogotá Beer Company,310 7372971,Cra. 4a #27-4,7
ChIJyYw3ZzuZP44Rp649yzePITE,RUMBALAND CLUB,,Entrada A La Cl 8S Al Occidente #1-07,10
ChIJ5aR-BSCZP44R14giBO4w1KQ,Island Afrosound Bar/Cafe,300 8990532,Ak. 24,5
ChIJxeIPqXz19I4R7LOLXdgIA28,The Villana Hostel,350 8214939,Cl. 17 #3-70,10
ChIJK19Bx2T19I4RtThI_U18CZk,Masaya Hostel Santa Marta,(5) 4395236,Cl. 14 #4 - 80,10
ChIJlYGRPn_19I4Rv_bHIn7yngo,Tienda Shanday,,Cl. 29 #4-06,0
ChIJR9xtoWT19I4RHfSoIzhpDVM,Hostal La Brisa Loca Santa Marta,317 5859598,Cl. 14 #3-58,10
ChIJSz7ZZnv19I4RM_Elze5nEPA,Seko - Bar Confuso,315 5665332,Cl. 19 #4-11,1
ChIJB4Jbv2P19I4RstR9R9yw-J4,Disco Bar Restaurante Valsao,(5) 4214687,Cra. 1c,0
ChIJxxD6qXz19I4R1kdjCyT3rgw,Anime Cocktails,(5) 4230157,Cl. 17 #3-77,0
ChIJUz-IGXv19I4RsTq8qDhWSZg,salsa&café,320 5207763,Cl. 18 #6-11,5
ChIJ--Ldpnz19I4RRjqwvs1O0KY,Crab's Bar,315 7963636,Cl. 18 #369,10
ChIJ79y9nHz19I4RczgZcMow_xk,Tu Jaus Bar,318 3848630,Cl. 20 #378,10
ChIJYfSFl3z19I4RyJOlwqFsXTE,Eivissa Santa Marta,301 6232336,Cl. 19 #2A-19,0
ChIJ2-99rXz19I4RuHYVHA7eApM,Lulo Cafe Bar,(5) 4232725,Cra. 3 #16-34,10
ChIJLcdZrXz19I4R37FJXulYPLk,La Perla Restaurante Bar,(5) 4216762,Cra. 3 #16-28,10
ChIJpY89mnv19I4RMiO6zO9IEqQ,Bar café vía del mar,314 8371070,Cal 2 N. 2-58 edificio mar de leva,10
ChIJpz1Al3z19I4RmI02gGpEaf0,Ouzo Restaurante,(5) 4230658,Cra. 3 #19-29,10
ChIJARc8kHz19I4RLrTZll0nvC0,Restaurante Entre Cuates - Chavela,317 6360768,Cl. 20 #3 - 10,10
ChIJAbYphnz19I4RlqmnveHebRw,Buena Vibra Social Jump,,Cl. 21 #340,10
ChIJ0Y5_JWP19I4RE1Y7bXd_J5Y,Estanco Venta Cerveza,,#15- a,1
ChIJAec6oWP19I4RFQt4b0HiX6Y,Estadero & Lonchería Cherúa,(5) 4218699,Local 1 Calle 11 # 1C-23 Ed. Posihueica,1
ChIJ-ep5En319I4R8q9M3rkPf0E,Miko Bar Social,,Cra. 1 #22-93,10
ChIJIVyCoX319I4RPdJo8N07O0c,La Frontera,310 5520575,Local 2,8
ChIJEwIqR3f19I4Rub4DFyQ0fcY,La Viña,314 5060174,Ferrocaril #24 - 19,0
ChIJqVbaSmP19I4RtoUmpUsQtjg,Amancay Bar,(5) 7437521,Cl. 16 #1C-92,0
ChIJr30StHT19I4RytfcsDn_rZM,La Sede Lounge Bar,,#22- a,1
ChIJfaVoA2f19I4RV64kG98M5l4,Discoteca La Escollera,301 4424348,Santa Marta,10
ChIJzf6PaHv19I4RUNzGWzy6PPE,IGUANAS BAR,,Cl. 19 #458,6
ChIJ2XR_ymT19I4RII8KKajRYDs,ClubPolo,,Cra. 5 #17-36,0
ChIJg5blZnv19I4RsaduopNbgw4,Karaoke - Bar Tocata,,Cl. 19 #4 - 12,1
ChIJFz4wZ3v19I4R_Rbq23pq8aA,Mango Bar,,#4-1 a,1
ChIJs88oZ3v19I4RiXvgWNY56LM,CHARLIES BAR,,Cl. 19 #412,9
ChIJfRvbZnv19I4RNpErF_Yz7xA,Charlie's,,Cl. 19 #4 - 10,4
ChIJJ2ciYHv19I4RQkHHiI3ttPU,Atlantis Video Bar - Restaurante,(5) 4234872,Parque de los Novios,0
ChIJRUHZn3z19I4RB93tYLF1mks,Mi Chelada Bar,,Cl. 19 #3-105,2
ChIJV-qbqXz19I4R9_g3Bu8vhfQ,Vonchess Bar,300 3108400,Local 2.,0
ChIJi0efqXz19I4RQBy2TMnKia0,MariamuKna Bar,,Local 1,1
ChIJ9Xt6qXz19I4R209oc-lBNyE,Yerbabuena,(5) 4232640,Cl. 17 #3 - 51,0
ChIJfXUTqXz19I4RLb4fDn0kEow,Plaza De Madrid,,Centro Comercial Rex,0
ChIJtQFqn3z19I4RM3zb5ZAQ-wk,Restaurante Bar Casa Marina,(5) 4314138,Cl. 19 #3-53,6
ChIJtxBKqXz19I4RYcoioxSLunI,Valhalla Bar,,Centro Comercial Rex,0
ChIJRZO6mHz19I4RNpwFZTtWTvU,Carbonera Discoteca Disco Bar,,Cl. 19 #3-46,1
ChIJMQ_Irnz19I4RO7HeRomHMMA,La tienda del arte,300 6327627,Local 2,0
ChIJb7XImHz19I4Rn2JCXyxtQY4,Festival Shots Bar,,Cl. 19 #3-62,0
ChIJMQ_Irnz19I4RZhQ38tgNv04,Santa Mesa,(5) 4217399,Cl. 17 #3-38,10
ChIJy1fAmHz19I4RTvR1bMWgefM,Tumbaktre,(5) 4204739,Cl. 19 #3-69,4
ChIJZ2CWrnz19I4RfHip9_w-Iao,Gairaca Lounge- Discobar,301 3343904,Cl. 17 #336,0
ChIJcUbrrnz19I4R9VxDypXHGpk,Restaurante Bijao Lounge Bar,300 3883375,Centro Comercial Rex,0
ChIJtUzkmHz19I4R-32Cz3UltTc,Festival Shots,,Cl. 19 #3-40,10
ChIJkwj1rnz19I4R6w_FgAmjBBY,Bar Kudeta,,Cl. 17 #3-39,0
ChIJvTPApHz19I4RrDs9DzdpPLo,SpeCtro Discoteca,301 4014273,Cl. 18 #3 - 18,0
ChIJ73xDrnz19I4Rs7eom3zaKXg,Palenke Bar,,Cl. 17 #3-41,0
ChIJowWGf3v19I4RlMJo4NDla3U,Refresqueria y Estadero La 21,301 7955758,Cl. 21 #4-02,0
ChIJLXT4r3z19I4Ro0hQfaeC7J8,Barrio Samario,,Cra. 3,0
ChIJ3b_MgXz19I4R9-TnyXd7Mkk,El Sitio,304 3448824,Cl. 21 #3 - 105,0
ChIJGStJu3z19I4RZ4ViboNc8Cg,Mi Oficina,(5) 4228158,Cl. 18 #3 - 02,10
ChIJUXe4vHz19I4RU4VZN49CTvM,Restaurante & Bar Bali,,Cra. 3 #18-26,0
ChIJ8eGLl3z19I4Rj4RVsvE3KXk,Hollywood Bar Restaurante,,Cl. 19 #3-30,0
ChIJbx-fl3z19I4RopoCtAFoKdw,Cafe Bar Parque de los Novios,,Cl. 19 #3-08,7
ChIJSy3dWFBf9I4RT32AOgvdTQg,Hotel Charmin,(5) 4228253,Cl. 13 #2-41,0
